Cell,Cbfa2t3h,Cdh1,Cdh5,Egfl7,Eif2b1,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,HoxD8,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Mrpl19,Myb,Nfe2,Notch1,Pecam1,Polr2a,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Ubc
4SGA7_362,-3.532148448,-14,-14,-14,0.554376413,-14,-6.323076848,-1.188368688,-14,-5.625350758,-4.302166698,-0.137687057,-1.375541078,-1.556638698,-14,-2.516313918,6.87425687,-14,-14,-14,-14,-2.664125788,-2.939522108,-14,-14,-0.044095287,-14,-2.959595458,-14,-14,-14,-1.063870738,-2.814320918,-2.114689568,-14,-2.899677158,-1.222437998,-14,-0.898753588,-4.783468868,-14,-14,-1.220588608,-14,-14,1.731932323
4SGA7_363,-1.888635458,-14,-14,-4.585333108,0.886980973,-14,-14,-1.337781588,-14,-14,-1.094035708,0.465174953,-1.155102028,-1.098861338,-14,0.334168142,7.64233276,-2.140327658,-14,-14,-14,-14,-1.605613508,-14,-6.133289798,-4.234898568,-14,-14,-14,-14,-5.367616598,-1.546521788,-1.796919518,-1.449325798,-14,-5.269337338,-0.988992787,-14,-1.306233488,-14,-14,-14,-0.147794738,-14,-14,1.648533603
4SGA7_364,-2.197323695,-14,-14,-5.275115345,0.161344845,-14,-14,-3.731039565,-14,-4.060914285,-0.897324795,-0.162521445,-0.210798765,-4.301857655,-14,-0.277592635,7.209230207,-14,-14,-14,-14,-3.413603385,-3.577162245,-6.505471045,-4.416884565,-1.675282155,-14,-1.796901725,-14,-3.391092195,-14,-1.687686685,-14,-1.190295125,-14,-3.609554115,-0.676789955,-14,-1.961240405,-14,-14,-14,-0.825731055,-14,-14,2.203131795
4SGA7_365,-5.920967978,-14,-14,-5.972796828,0.568361702,-14,-14,-2.226325228,-5.105322758,-5.198167478,-14,-0.664481168,-1.075952598,-2.889699878,-14,-0.597031038,6.843627222,-14,-14,-14,-14,-4.353476008,-3.471517448,-14,-3.498405298,-1.568005188,-14,-0.498781138,-14,-14,-4.848296278,-2.191743358,-3.834793978,-1.335078518,-14,-5.576520868,-0.666483498,-14,-3.553756268,-4.876189148,-14,-14,-1.371179848,-14,-14,2.289865153
4SGA7_366,-4.321523915,-14,-14,-4.930272745,0.551470585,-14,-14,-3.256791135,-14,-6.169967955,-3.134848195,-0.173544715,-1.124074315,-2.872595955,-14,-14,7.623112026,-14,-14,-14,-14,-3.102168045,-3.798292755,-6.355610475,-6.689257945,-1.234815455,-14,-1.507758425,-14,-14,-6.536330855,-1.541074995,-14,-1.707415335,-14,-4.955597345,-1.122881385,-14,-2.390880845,-5.291486025,-14,-14,-0.450519295,-14,-14,2.112485795
4SGA7_367,-3.269317473,-14,-14,-4.690198573,0.152976568,-14,-14,-1.431770763,-14,-14,-14,0.701291908,-0.271392213,-1.779302893,-14,0.197898258,6.423651246,-14,-14,-14,-14,-4.299139183,-2.078173693,-14,-4.353193773,-2.871339443,-5.973351783,-1.239501363,-14,-14,-14,-1.188810703,-14,-0.942616413,-14,-14,-0.019417853,-14,-1.561490243,-14,-14,-14,-0.284133183,-14,-14,1.055251988
4SGA7_368,-2.962193808,-14,-14,-6.605838468,0.489999203,-14,-14,-3.315924388,-14,-14,-14,0.925866893,-0.480647218,-2.805697928,-14,-1.836446858,6.651497867,-14,-14,-14,-14,-2.487335088,-3.502606248,-14,-14,-1.213884908,-14,-1.477374648,-14,-14,-4.682537418,-2.142527538,-4.334751978,-2.599792128,-14,-14,-0.445858827,-14,-1.738373248,-14,-14,-14,-1.266197958,-14,-14,2.098387163
4SGA7_369,-3.109306533,-14,-14,-3.990240413,0.668512098,-14,-14,-2.237585493,-14,-5.516536863,-14,0.901504558,-0.005601602,-4.356910083,-14,-3.834429193,7.647336754,-14,-14,-14,-14,-2.527256743,-1.926945593,-14,-4.015315733,-0.918563593,-5.513162783,-0.386553622,-14,-14,-4.589843943,-1.898128903,-14,-1.755331243,-14,-4.825765843,-0.503355203,-14,-1.965303363,-2.564547953,-14,-14,-0.935949362,-14,-14,1.732972008
4SGA7_370,-3.626600375,-14,-14,-5.554746425,0.588632415,-14,-6.939879145,-1.635451305,-14,-3.734352915,-0.696460645,0.052809745,-0.623540295,-1.551618055,-14,-1.880650305,6.827818675,-3.070230215,-14,-14,-14,-3.534339845,-5.537045955,-14,-3.962922025,-0.837501365,-14,-0.645763685,-14,-14,-6.264618405,-2.059282095,-3.640724385,-1.753380335,-14,-4.171873735,-0.820668515,-14,-1.369517395,-14,-14,-14,-0.881282715,-14,-14,2.291318195
4SGA7_371,-1.654024363,-14,-14,-14,0.532411547,-14,-14,-1.896168253,-14,-6.341612153,-2.675089083,0.011301087,-1.897623183,-3.544206443,-14,-2.724190163,6.434254988,-14,-14,-14,-14,-4.159912833,-2.220939533,-14,-4.154579953,-1.154882023,-14,-0.841734993,-14,-14,-14,-1.480087383,-2.421223253,-1.115898833,-14,-4.069563363,0.020004238,-14,-2.526729803,-14,-14,-14,-0.646490123,-14,-14,0.927671598
4SGA7_373,-2.671469813,-14,-14,-14,0.913709808,-14,-6.396837743,-1.945288043,-14,-3.226491193,-1.304846403,0.204605727,-1.076035903,-4.177547343,-14,0.181576227,7.138849064,-1.739836253,-14,-14,-14,-1.862819533,-2.762059623,-5.453618603,-3.349775643,-0.806447293,-14,-4.250439193,-14,-14,-4.870269003,-1.471559843,-1.444446743,-0.934897743,-14,-3.617906083,-2.248686653,-14,-0.096728442,-14,-14,-14,-0.098086863,-14,-14,2.806536688
4SGA7_374,-4.328641965,-14,-14,-4.254605925,0.095791515,-14,-14,-3.620661435,-14,-4.270663625,-14,0.202504865,-1.301589455,-2.175037325,-14,-3.347782135,6.811625917,-14,-14,-14,-14,-1.854511315,-3.960368535,-14,-14,-0.652026375,-6.080285445,-0.651941995,-14,-14,-14,-1.133917205,-14,-2.574292415,-14,-4.498840365,-0.837214755,-14,-3.052298495,-14,-14,-14,-0.697725015,-14,-14,1.875340445
4SGA7_375,-2.616595985,-14,-14,-5.364019915,0.683136185,-14,-14,-1.998684575,-14,-14,-4.311642875,1.152778665,-0.963310195,-2.071067195,-14,-1.939560935,7.519981727,-14,-14,-14,-14,-1.445920055,-2.836506085,-14,-14,-1.172098805,-6.033491525,-0.348568945,-14,-14,-5.713907345,-1.797507755,-3.372214995,-1.109462455,-14,-1.980106385,-1.279188935,-14,-2.099569105,-14,-14,-14,-0.880643025,-14,-14,2.393560505
4SGA7_376,-3.28946251,-14,-14,-4.43619858,0.722573,-14,-6.61890092,-2.38917365,-14,-4.34206348,-14,0.41001482,-0.6624822,-4.49907015,-14,-3.56765113,7.242188317,-14,-14,-14,-14,-1.52559899,-3.94811509,-5.91084102,-6.51939726,-3.55760776,-14,-0.044676,-14,-14,-6.88565716,-2.10154847,-3.3993549,-0.61986855,-14,-2.75743067,-1.25070953,-3.64177683,-3.2732613,-14,-14,-14,-1.91123441,-14,-14,2.629685
4SGA7_377,-3.756883505,-14,-14,-14,0.094755075,-14,-14,-1.809096155,-14,-14,-3.340258375,1.480196675,-1.201111315,-3.242553045,-14,-0.754785215,7.488116328,-14,-14,-14,-14,-2.617447075,-4.289979555,-14,-3.120364335,-1.983357245,-14,-0.274604995,-14,-14,-14,-1.758928025,-2.637861105,-0.217336855,-14,-3.265722585,-0.635611815,-14,-1.334135745,-3.144808795,-14,-14,0.500159945,-14,-14,2.299784765
4SGA7_379,-3.371257868,-14,-14,-14,0.028292153,-14,-14,-4.027478628,-14,-3.908012928,-14,0.046993733,-0.815765948,-3.693733428,-14,0.047358972,7.460951983,-14,-14,-14,-14,-2.192174778,-2.970130548,-14,-4.092685008,-1.337233888,-14,-1.154975818,-14,-14,-14,-1.962105828,-14,-1.335912608,-14,-7.574457938,0.057208692,-14,-1.331698928,-14,-14,-14,-0.215603278,-14,-14,1.876604983
4SGA7_381,-1.273688325,-14,-14,-14,0.702916375,-14,-14,-2.305147615,-14,-4.987773935,0.243643535,1.071815625,-0.605892045,-3.842008715,-14,0.007889795,6.765618528,-2.900253795,-14,-14,-14,-3.088172155,-14,-4.617603565,-2.811616665,-2.513991555,-14,0.022443845,-14,-14,-8.514298705,-1.679786845,-4.036010345,-0.697137485,-14,-3.909292935,-1.268490355,-14,-2.783686505,-4.828407505,-14,-14,-0.207248555,-14,-14,2.245360825
4SGA8_002,-4.09689615,-14,-14,-14,1.00931616,-14,-14,-1.25829169,-14,-5.29008181,-14,1.26825129,-0.10172314,-2.77571585,-14,0.58528897,7.778175175,-14,-14,-14,-14,-2.10915516,-14,-14,-2.37685669,-1.41956368,-14,-2.89129022,-14,-14,-7.39549691,-2.74073045,-2.86428322,-1.38151238,-14,-14,-0.63618455,-14,-0.69604974,-14,-14,-14,0.54689625,-14,-14,2.36759884
4SGA8_003,-3.11187011,-14,-14,-4.29405668,1.08042786,-14,-14,-0.77471399,-14,-3.78565287,-2.78984728,0.70871639,-1.58864523,-2.19036682,-14,-2.27684622,7.736427223,-2.72173421,-14,-14,-14,-1.10659436,-1.72401258,-5.91298029,-6.13849264,-1.81057151,-14,-0.34214277,-14,-14,-14,-2.87651839,-14,-3.17382586,-14,-2.1695428,-0.81297522,-14,-1.32399303,-14,-14,-14,-0.2621217,-14,-14,2.60906575
4SGA8_004,-3.409639658,-14,-14,-4.891067718,0.415332423,-14,-14,-1.280871518,-14,-4.265440638,-0.352672428,0.718574733,-1.639308138,-1.482476068,-14,-3.597234658,6.490327367,-4.484185708,-14,-14,-14,-2.773010178,-2.778663528,-6.411630648,-1.759709808,-0.942555467,-6.269342908,0.759480173,-14,-14,-14,-1.211575278,-1.345751268,-2.203865148,-14,-1.905369578,-2.130669228,-14,0.397340063,-3.153912508,-14,-14,-0.708864437,-14,-14,2.926912083
4SGA8_005,-3.005278478,-14,-14,-6.283826888,0.906788313,-14,-14,-2.836048068,-14,-6.372365528,-4.335396968,0.814163483,-1.918269448,-2.288021578,-14,-2.384378718,7.204322145,-3.169043538,-14,-14,-14,-2.621619768,-3.672080238,-14,-6.438508348,-0.001597728,-14,-2.497544768,-14,-14,-4.723674468,-2.207386228,-14,-2.268329418,-14,-3.972335898,-1.286605798,-14,-2.193859418,-14,-14,-14,-0.856626307,-14,-14,2.587203713
4SGA8_006,-5.184747105,-14,-14,-14,0.668311195,-14,-14,-5.002400385,-14,-4.320240885,-2.996355165,0.835702745,-1.112258795,-2.848893485,-14,-2.595691085,6.884099101,-14,-14,-14,-14,-3.027368665,-5.295322145,-14,-4.415362465,-1.869090905,-14,-2.530351465,-14,-14,-6.855035065,-1.797547615,-2.225868755,-2.018214095,-14,-4.997461595,-0.842824925,-14,-1.623233085,-14,-14,-14,-1.842472845,-14,-14,1.972061345
4SGA8_008,-2.177919088,-14,-14,-5.816726418,0.397303443,-14,-14,-2.143268938,-14,-4.715439438,-0.695412538,0.733338123,-0.969294738,-3.286592838,-14,-4.079600438,6.78849359,-2.229863218,-14,-14,-14,-1.667151368,-2.943230718,-5.285932448,-3.469952158,-0.688259078,-14,-1.138944578,-14,-14,-14,-1.741954848,-2.308514328,-2.085914598,-14,-2.552235448,-0.743779607,-14,-1.819311918,-14,-14,-14,-1.936771058,-14,-14,2.088431013
4SGA8_010,-2.594345903,-14,-1.946295523,-4.732161143,0.886884427,-14,-6.034017063,-0.270510873,-14,-2.116550043,1.747571078,1.594119238,-1.079378493,-2.448448523,-14,-2.934342653,-1.769385423,-1.946917473,-14,-14,-14,-1.185953123,-2.199675633,-1.891097283,-1.839681593,-1.450292543,-4.994426983,-0.982827723,-14,-0.839599053,-14,-1.909206653,0.234630298,-0.760885713,-14,-3.143485523,-1.349041453,-14,-0.152474252,-0.231754003,-14,-14,-0.509264093,-14,-14,2.371363678
4SGA8_011,-2.67984569,-14,-14,-5.52019754,0.43060603,-14,-6.55228434,-1.98593047,-14,-3.7628149,-14,0.90724547,-1.20787697,-3.56556476,-14,-0.87895239,7.637896452,-14,-14,-14,-14,-2.72328492,-3.9519248,-14,-14,0.09873926,-14,-1.98781427,-14,-14,-5.56341591,-1.93580247,-4.38171573,-1.48915783,-14,-4.5752653,-0.38280626,-14,-0.87713107,-14,-14,-14,-0.46171867,-14,-14,1.8880027
4SGA8_012,-14,-14,-14,-4.773832535,0.436767795,-14,-14,-1.399323765,-14,-5.405010485,-1.830627625,1.103710815,-0.677360125,-0.947817065,-14,-3.994616595,6.781378337,-14,-14,-14,-14,-3.809922665,-14,-14,-5.499967945,-0.705938135,-14,-1.426116315,-14,-14,-14,-1.664996165,-2.579561475,-0.953571125,-14,-2.245029905,-1.158536535,-3.825618285,-1.728186255,-2.738818595,-14,-14,-0.349870895,-14,-14,2.386764905
4SGA8_013,-14,-14,-14,-3.817632905,0.972671825,-14,-14,-1.192885285,-14,-3.472994725,-0.850371645,0.491446285,-0.297371915,-2.093185075,-14,-2.675354325,7.68796694,-3.419589375,-14,-14,-14,-2.605585495,-3.622311905,-14,-4.719326245,-0.751628545,-14,-1.424235705,-14,-14,-6.999979125,-1.605249425,-3.089001825,-2.665809975,-14,-3.853507265,-0.623738875,-14,-1.349754415,-4.517662825,-14,-14,-1.076456535,-14,-14,1.256316475
4SGA8_014,-3.867747803,-14,-14,-14,0.850751358,-14,-5.518029903,-2.693583343,-14,-6.386602663,-2.569707333,-0.850144503,-1.617563893,-2.368734593,-14,0.036243188,5.959195422,-2.996415833,-14,-14,-14,-2.901299243,-4.557222213,-14,-14,-1.384231163,-4.766438393,-0.801485492,-14,-14,-14,-1.929938683,-1.819419773,-1.593713883,-14,-2.733130693,-1.035241833,-14,-1.490842103,-14,-14,-14,-1.043515983,-14,-14,2.114429158
4SGA8_015,-3.029933615,-14,-14,-3.727269915,0.634843105,-14,-14,-1.370548075,-14,-3.681212335,-1.050592145,0.243254035,-2.041613185,-4.087511405,-14,-1.188936505,6.009460324,-14,-14,-14,-14,-2.139518295,-3.439919155,-3.686233255,-2.798097725,-1.430299975,-14,-14,-14,-14,-6.215070485,-1.311820395,-0.696523245,-3.367203765,-14,-2.407723435,-0.665807995,-14,-1.347391855,-14,-14,-14,-1.273374775,-14,-14,1.342785285
4SGA8_016,-3.7602964,-14,-14,-14,1.18383311,-14,-14,-0.73792678,-14,-5.50005742,-14,1.21304703,-0.18275994,-1.34909048,-14,-3.08747177,6.997909623,-14,-14,-14,-14,-1.91902016,-4.53107057,-5.31259314,-5.86015988,-1.45381369,-14,0.38982114,-14,-14,-14,-1.59438913,-3.76534883,-1.79717233,-14,-3.00687785,-0.7465014,-14,-1.96345392,-14,-14,-14,-0.5234363,-14,-14,1.15705742
4SGA8_017,-14,-14,-14,-4.069195443,0.487106288,-14,-14,-0.785356212,-14,-5.772373313,-0.986762402,0.393651598,-2.909281273,-2.397108843,-14,-3.002371003,6.320644972,-14,-14,-14,-14,-3.827153353,-4.159507933,-14,-4.159045353,-2.473065943,-4.407255993,-2.444573223,-14,-14,-14,-1.160704083,-14,-3.674933073,-14,-2.371696183,-1.401238273,-14,-1.582386783,-14,-14,-14,-0.884405703,-14,-14,2.074836068
4SGA8_018,-1.499743235,-14,-14,-3.895396535,0.100999525,-14,-4.956947665,-1.407660155,-14,-3.012935535,-14,0.402993755,-0.479839735,-1.737267165,-14,-2.380703975,6.545067245,-14,-14,-14,-14,-1.384702935,-2.120037755,-14,-4.228203975,-1.179558855,-14,0.320531775,-14,-14,-14,-1.066637605,-14,-0.548334915,-14,-2.117829565,-0.721301095,-14,-0.923074325,-4.242511615,-14,-3.687916995,0.010193675,-14,-14,1.686939175
4SGA8_019,-4.716823833,-14,4.858275938,-1.010591953,0.785567648,-0.775679952,-2.398084573,2.863003628,-3.230485973,-1.601450493,3.212955098,-2.273292573,-0.433939452,-14,-14,-3.371135703,-2.876851983,-2.775737313,-14,-2.675196723,-14,-14,-2.415808553,0.985294058,-1.612411433,-1.698085643,-3.329722913,0.878570588,-2.238957973,-0.185984922,-14,-1.575323993,-1.899486353,-14,-4.493408103,0.014699688,-1.011944643,-1.727579183,-0.198237612,-1.094743283,-14,-1.607457993,-0.048050512,-14,-14,1.801700988
4SGA8_020,-4.246537998,-14,-14,-4.311578008,0.421095232,-14,-14,-1.706426528,-14,-5.528255168,-14,0.399248352,-0.103486638,-2.487072028,-14,0.569360042,7.585149105,-14,-14,-14,-14,-3.045968488,-3.941875898,-14,-5.721479508,-1.814721688,-14,-0.414804558,-14,-14,-14,-2.320339708,-14,-2.356024818,-14,-2.646978058,-0.506803208,-14,-1.344057478,-14,-14,-14,-0.475861278,-14,-14,2.406047683
4SGA8_021,-2.012588733,-14,-14,-3.583613613,0.959061238,-14,-14,-2.961345863,-5.790112983,-4.795491993,-14,0.246802868,-0.962125472,-2.739329403,-14,-0.508104653,6.311547425,-6.664725653,-14,-14,-14,-1.418851583,-3.017561263,-14,-3.656384103,-0.286993753,-4.137569633,-1.499553033,-14,-3.665160333,-4.816139523,-1.417802413,-1.190030873,-1.501414563,-14,-4.512785533,-1.738278193,-14,0.283125308,-5.741022673,-14,-14,-1.278013573,-14,-14,2.197019368
4SGA8_022,-4.174786575,-14,-14,-4.481758245,0.388020115,-14,-6.528417265,-1.380147765,-14,-4.490865915,-4.139191135,1.403431565,-0.809057905,-3.458555995,-14,-1.052957325,7.250745971,-4.387084065,-14,-14,-14,-2.050121765,-3.142342395,-4.123534535,-2.496139645,-0.839388815,-6.230612805,-2.103307415,-14,-14,-6.249283935,-1.801840385,-1.681581555,-1.974383235,-14,-2.601875835,-1.338516285,-14,-1.179696575,-14,-14,-14,-0.178664625,-14,-14,2.752336555
4SGA8_023,-2.776262765,-14,-14,-4.194943285,0.966764005,-14,-14,-1.623892045,-14,-4.106001425,-0.850532325,0.880510445,-1.824044895,-2.592032465,-14,-1.475265285,7.024609879,-3.518492945,-14,-14,-14,-1.511637435,-2.630377235,-14,-2.261265945,-0.852440735,-14,-2.197495405,-14,-14,-14,-2.219669145,-1.482595005,-1.537508815,-14,-2.779616815,-1.269456225,-14,-3.862653365,-14,-14,-14,-1.649578475,-14,-14,2.522361365
4SGA8_024,-1.854187895,-14,-14,-14,1.077424755,-14,-6.159856335,-0.095465875,-14,-14,-6.060261955,0.841035675,-0.314390845,-1.847473785,-14,-2.934760215,6.245367765,-2.789679935,-14,-14,-14,-0.654468595,-14,-14,-3.206978605,-0.231989835,-14,-1.823367535,-14,-14,-7.794918845,-2.019824065,-1.870047335,-1.682551545,-14,-2.385866895,-1.246239145,-14,0.778448365,-14,-14,-14,-0.329104965,-14,-14,2.188638455
4SGA8_025,-3.00972039,-14,-14,-3.59060148,0.33848761,-14,-9.56112931,-1.26407226,-5.37200896,-4.50866409,-3.30139555,0.68461268,-1.47724066,-2.83677148,-14,-2.3708388,6.581746267,-14,-14,-14,-14,-2.1496213,-4.60783998,-14,-4.58334787,-0.38608738,-14,-1.64741474,-14,-14,-14,-1.94287038,-1.87519854,-1.17298744,-14,-2.69758837,-0.81491134,-14,-0.37466269,-14,-14,-14,-0.40497883,-14,-14,2.41929411
4SGA8_026,-3.57794056,-14,-14,-14,0.54623022,-14,-14,-2.13884749,-14,-4.19366493,-14,0.55955607,-0.66914938,-2.59838676,-14,-1.01829735,7.377812148,-2.80384086,-14,-14,-14,-2.89677293,-14,-14,-5.85225599,-0.94521085,-14,-1.29139772,-14,-14,-14,-2.39268836,-14,-1.57987894,-14,-4.92162202,-0.90521698,-14,-3.24456732,-14,-14,-14,0.09468765,-14,-14,2.75167512
4SGA8_027,-2.8876262,-14,-14,-3.72438416,0.69166822,-14,-14,-0.25058343,-14,-4.22329691,0.3860073,0.92599022,-0.35130089,-1.46966965,-14,-1.29501694,5.69497904,-14,-14,-14,-14,-1.54142827,-2.56900791,-14,-0.38868448,-0.89614307,-3.30469922,1.82913955,-14,-2.26974868,-14,-1.70378414,0.07924079,-1.71712656,-14,-0.24517132,-1.41184946,-14,-0.8979889,-3.64301476,-14,-14,-1.15982911,-14,-14,2.42396538
4SGA8_028,-4.328278765,-14,-14,-5.919857965,0.956177685,-14,-14,-1.316831085,-14,-3.021435365,-14,1.066622925,-0.229150965,-4.610194925,-14,-0.812601285,6.923896214,-3.394524325,-14,-14,-14,-2.313678225,-4.676648195,-5.986449995,-4.608777045,-1.941543585,-14,0.505560985,-14,-14,-14,-1.319801395,-3.123064775,-1.978926535,-14,-3.033881685,-1.439414195,-14,-2.023853965,-14,-14,-14,-2.297192075,-14,-14,1.803037905
4SGA8_029,-2.766016198,-14,3.075355873,-1.086381088,0.324221182,-14,-5.032494358,0.350090732,-3.603424238,-1.978340158,0.598844972,-0.303396568,-0.972011978,-4.550460868,-14,-1.275887038,-2.148929608,-3.783938188,-14,-14,-14,-3.193523868,-2.459406458,-1.015237018,-1.302218758,-1.095037178,-4.128952778,1.292549583,-14,0.818600542,-14,-2.339379728,-0.856750518,-1.862042498,-14,-0.497994568,-1.039078518,-3.875039998,0.545812812,-0.579830898,-14,-14,-2.800953768,-14,-14,3.054237063
4SGA8_030,-3.45374705,-14,-14,-4.84984543,1.08688399,-14,-14,-1.53942987,-14,-4.42982427,-14,0.72524237,-1.92822858,-1.90735681,-14,-0.60372916,6.85538975,-14,-14,-14,-14,-2.35203117,-2.79238918,-14,-2.48582406,-0.79086548,-14,-1.34452812,-14,-14,-14,-3.55799924,-2.34505889,-2.03754338,-14,-2.91009792,-0.01609034,-14,-2.12211823,-14,-14,-14,-1.17324317,-14,-14,2.48720559
4SGA8_031,-2.268289678,-14,-14,-14,0.813593493,-14,-14,-2.222749478,-14,-2.766204998,-3.509776168,1.258396563,-0.237748198,-1.761407088,-14,-1.691771098,7.244094372,-14,-14,-14,-14,-2.529313348,-2.940702668,-14,-3.237592888,-0.886238428,-14,-0.436641097,-14,-14,-14,-2.094596958,-3.193495748,-1.313245868,-14,-14,-0.920513538,-14,-1.156373788,-14,-14,-14,-3.277505788,-14,-14,2.201517003
4SGA8_032,-2.390794438,-14,-2.175391938,-14,1.123520943,-14,-7.604768748,-0.930575518,-14,-2.653591738,1.189179833,0.276790222,-1.711177148,-2.527254498,-14,-1.290092838,5.559572002,-1.907789218,-14,-4.399873228,-14,-2.666132628,-2.665492818,-5.868643638,-2.162996808,-0.665009008,-14,-14,-14,-14,-14,-1.464507798,-1.031963128,-2.578704048,-14,-1.555476568,-1.775352038,-14,-0.998189638,-14,-14,-14,-1.442293178,-9.396222308,-14,2.116338893
4SGA8_033,-2.955295115,-14,-14,-14,0.701257945,-14,-14,-3.857364025,-14,-14,-9.017876765,0.690800285,-0.598481645,-2.415794635,-14,-1.091055225,6.790482413,-14,-14,-14,-14,-1.667503325,-4.893399145,-14,-3.760000915,-1.983357845,-14,-3.712401405,-14,-14,-14,-2.460501955,-2.362969315,-2.119677575,-14,-2.895027945,-0.886313885,-14,-0.560471035,-14,-14,-14,-0.003818335,-14,-14,2.645557895
4SGA8_034,-0.989968342,-14,3.430865688,-1.302212623,0.427816368,-3.016539863,-5.421347843,2.383038878,-1.532037183,-1.391039653,1.852907308,0.078036537,-1.797903983,-14,-4.125409903,-1.400413343,-14,-1.979581873,-14,-3.455454243,-14,-4.084725343,-1.304935623,0.076923737,-0.730057963,-1.271722763,-14,0.848339017,-14,0.040197937,-6.626457043,-1.580782403,-0.743518743,-3.267929103,-5.808999543,-1.472523063,-1.381470663,-3.449204483,0.590533718,0.649669387,-14,-3.665243803,-0.952776253,-14,-14,2.534436698
4SGA8_035,-2.86799818,-14,-14,-3.15815002,1.06735048,-14,-14,-1.86274721,-14,-3.76490324,-4.40524823,0.81939036,-0.41325161,-1.23378432,-14,-4.93797117,7.322238031,-14,-14,-14,-14,-2.2085863,-3.82052314,-14,-4.37527314,-0.10863293,-4.72827925,-3.78480582,-14,-14,-7.87061132,-1.63971612,-14,-2.07172432,-14,-4.86318026,-1.57094214,-14,-1.83783683,-14,-14,-14,-1.35580974,-14,-14,2.14330778
4SGA8_036,-2.914116328,-14,-14,-14,1.095005393,-14,-14,-2.606151418,-14,-3.786130988,-2.041821888,0.799652363,-1.015029978,-2.342889388,-14,-0.250647868,6.998468562,-14,-14,-14,-14,-3.197518418,-1.729026868,-5.340446278,-3.014798288,-1.978020578,-14,-3.351517628,-14,-14,-6.442780228,-3.041393278,-3.253268588,-1.324425888,-14,-14,-0.655366907,-14,-0.786823338,-14,-14,-14,-0.538392048,-14,-14,2.601754793
4SGA8_037,-5.48801287,-14,-14,-4.88361308,0.36272016,-14,-6.09623164,-1.34305422,-14,-14,-4.14072796,0.67315392,-1.48313477,-1.37699981,-14,-2.24760734,7.308727016,-14,-14,-14,-14,-2.59289166,-2.69347772,-6.05024841,-3.03166531,-0.1661353,-4.32075843,-0.69319113,-14,-14,-6.82929206,-1.13801253,-2.80169739,-1.98835789,-14,-3.16666738,-1.5010373,-14,-1.5721437,-14,-14,-14,-0.83971496,-14,-14,2.27632967
4SGA8_038,-3.440049123,-14,-6.226219173,-4.522328803,0.872575237,-14,-14,-1.400272973,-14,-3.068399963,-2.299960763,1.577612658,-1.417128663,-3.278384273,-14,-1.260217623,7.148830991,-14,-14,-14,-14,-0.822644013,-2.499085133,-14,-2.415522553,-0.936985773,-14,-0.406712433,-14,-14,-14,-1.362212503,-2.178637283,-1.429296683,-14,-1.855855183,-1.605852453,-14,-1.343508443,-14,-14,-14,-0.427564213,-14,-14,2.095489718
4SGA8_039,-14,-14,-3.995679485,-14,1.009604185,-14,-14,-2.961796685,-4.957702545,-5.838261825,-4.835166115,1.328602885,-0.558007825,-1.715451325,-14,-1.718970045,7.081107097,-14,-14,-14,-14,-3.475267285,-3.632064285,-14,-14,0.038305775,-14,-1.719217015,-14,-14,-14,-2.424705275,-3.104581115,-1.036337765,-14,-1.612963215,-1.073983415,-14,-1.902008275,-14,-14,-14,-0.605118185,-14,-14,2.489084505
4SGA8_040,-14,-14,-14,-4.573216045,1.124469065,-14,-14,-2.166817815,-14,-14,-3.475605575,1.229312905,-2.029707475,-1.777430255,-14,-3.612931605,7.057245717,-14,-14,-14,-14,-2.212183445,-3.446724845,-14,-3.377784505,-0.347099195,-5.682719065,0.091145495,-14,-14,-14,-2.222111065,-2.127471645,-1.688388565,-14,-2.274559115,-0.921239345,-14,-0.509819625,-4.151518345,-14,-14,-0.410028175,-14,-14,2.018881345
4SGA8_041,-5.17968422,-14,-14,-14,0.60760692,-14,-14,-2.24909308,-14,-5.66764386,-14,-0.13306358,-1.07475153,-3.63015942,-14,0.09657883,6.113301283,-14,-14,-14,-14,-2.9676494,-3.284049,-14,-4.68112214,-1.16243351,-5.46312948,0.48347479,-14,-14,-6.05785789,-1.97212242,-2.37082156,-2.45063339,-14,-3.97957294,-1.4535185,-14,-3.54815606,-2.82222926,-14,-14,-1.47085587,-14,-14,2.818034
4SGA8_042,-4.153297245,-14,-14,-7.444481225,0.044285685,-14,-6.758901265,-2.395185845,-14,-5.591459695,-1.647630115,0.567954705,-1.664849145,-3.630561335,-14,-3.941158595,7.022117348,-14,-14,-14,-14,-2.828132005,-3.213258515,-5.978483525,-5.297670845,-0.874256605,-14,-0.295969205,-14,-14,-14,-1.794274285,-5.342792645,-2.239541255,-14,-3.112117415,-0.461049095,-14,-1.638850545,-14,-14,-14,-0.788221515,-14,-14,2.211037695
